# x/m, y/m, cos, sin, vel/(m/s)
71.4008, 23.6193, -0.102039, -0.99478, 7.7451
71.3868, 23.5429, -0.103928, -0.994585, 7.7451
71.3741, 23.4742, -0.105631, -0.994405, 7.7451
71.3612, 23.4055, -0.107334, -0.994223, 7.7451
71.3483, 23.3368, -0.109035, -0.994038, 7.7451
71.3293, 23.2376, -0.111492, -0.993765, 7.7451
71.3234, 23.207, -0.112249, -0.99368, 7.7451
71.3101, 23.1384, -0.11395, -0.993487, 7.7451
71.2952, 23.0622, -0.115836, -0.993268, 7.7451
71.2802, 22.986, -0.117725, -0.993046, 7.7451
71.265, 22.9098, -0.119614, -0.992821, 7.7451
71.2512, 22.8412, -0.12131, -0.992615, 7.7451
71.2372, 22.7727, -0.123009, -0.992406, 7.7451
71.2216, 22.6966, -0.124898, -0.99217, 7.7451
71.2043, 22.6129, -0.126971, -0.991906, 7.7451
71.19, 22.5445, -0.128666, -0.991688, 7.7451
71.1755, 22.4761, -0.130365, -0.991466, 7.7451
71.161, 22.4077, -0.132062, -0.991242, 7.7451
71.1463, 22.3394, -0.133758, -0.991014, 7.7451
71.1332, 22.2786, -0.135265, -0.990809, 7.7451
71.1183, 22.2103, -0.136961, -0.990576, 7.7451
71.0999, 22.1268, -0.139038, -0.990287, 7.7451
71.0848, 22.0586, -0.140737, -0.990047, 7.7451
71.0678, 21.9828, -0.142619, -0.989778, 7.7451
71.0507, 21.907, -0.144501, -0.989505, 7.7451
71.0212, 21.7783, -0.147703, -0.989032, 7.7451
71.016, 21.7556, -0.148267, -0.988947, 7.7451
71.0055, 21.7102, -0.149395, -0.988778, 7.7451
70.986, 21.6269, -0.151464, -0.988463, 7.7451
70.97, 21.5589, -0.153154, -0.988202, 7.7451
70.9503, 21.4757, -0.155218, -0.98788, 7.7451
70.9359, 21.4153, -0.15672, -0.987643, 7.7451
70.9195, 21.3473, -0.158411, -0.987373, 7.7451
70.9012, 21.2718, -0.160287, -0.987071, 7.7451
70.8846, 21.2039, -0.161975, -0.986795, 7.7451
70.8604, 21.1059, -0.164413, -0.986392, 7.7451
70.8473, 21.0531, -0.165726, -0.986172, 7.7451
70.8169, 20.9325, -0.168715, -0.985665, 7.7451
70.8112, 20.91, -0.169277, -0.985569, 7.7451
70.794, 20.8422, -0.170965, -0.985277, 7.7451
70.7611, 20.7143, -0.174144, -0.98472, 7.7451
70.7572, 20.6993, -0.174519, -0.984654, 7.7451
70.7416, 20.6391, -0.176016, -0.984387, 7.7451
70.7219, 20.5639, -0.177888, -0.984051, 7.7451
70.7021, 20.4888, -0.179756, -0.983711, 7.7451
70.6761, 20.3912, -0.182185, -0.983264, 7.7451
70.6641, 20.3462, -0.183305, -0.983056, 7.7451
70.6459, 20.2787, -0.184985, -0.982741, 7.7451
70.6255, 20.2037, -0.186859, -0.982387, 7.7451
70.6071, 20.1363, -0.188537, -0.982066, 7.7451
70.5886, 20.0689, -0.19021, -0.981744, 7.7451
70.5699, 20.0015, -0.191888, -0.981417, 7.7451
70.5469, 19.9192, -0.193938, -0.981014, 7.7451
70.5259, 19.8444, -0.195795, -0.980645, 7.7451
70.5069, 19.7771, -0.197468, -0.980309, 7.7451
70.4856, 19.7024, -0.199332, -0.979932, 7.7451
70.4663, 19.6352, -0.201004, -0.97959, 7.7451
70.4469, 19.5681, -0.202676, -0.979246, 7.7451
70.4252, 19.4935, -0.204537, -0.978859, 7.7451
70.4012, 19.4115, -0.206581, -0.978429, 7.7451
70.388, 19.3667, -0.207695, -0.978194, 7.7451
70.3659, 19.2923, -0.20955, -0.977798, 7.7451
70.3437, 19.2178, -0.21141, -0.977398, 7.7451
70.3236, 19.1509, -0.213082, -0.977034, 7.7451
70.3011, 19.0765, -0.214935, -0.976628, 7.7451
70.2785, 19.0022, -0.216789, -0.976218, 7.7451
70.258, 18.9354, -0.218458, -0.975846, 7.7451
70.2328, 18.8537, -0.220495, -0.975388, 7.7451
70.2097, 18.7795, -0.222349, -0.974967, 7.7451
70.1889, 18.7128, -0.224015, -0.974586, 7.7451
70.1703, 18.6535, -0.225496, -0.974244, 7.7451
70.1492, 18.5868, -0.227163, -0.973857, 7.7451
70.1137, 18.4758, -0.229938, -0.973205, 7.7451
70.1042, 18.4462, -0.230676, -0.973031, 7.7451
70.0804, 18.3723, -0.232523, -0.972591, 7.7451
70.054, 18.291, -0.234556, -0.972103, 7.7451
70.0323, 18.2246, -0.236217, -0.9717, 7.7451
70.0105, 18.1581, -0.237881, -0.971294, 7.7451
69.9861, 18.0844, -0.239727, -0.97084, 7.7451
69.9641, 18.018, -0.241387, -0.970429, 7.7451
69.9394, 17.9444, -0.243232, -0.969968, 7.7451
69.9147, 17.8707, -0.245077, -0.969504, 7.7451
69.8922, 17.8045, -0.246734, -0.969083, 7.7451
69.8672, 17.731, -0.248574, -0.968613, 7.7451
69.8445, 17.6648, -0.250232, -0.968186, 7.7451
69.8218, 17.5987, -0.251887, -0.967757, 7.7451
69.7989, 17.5327, -0.253542, -0.967324, 7.7451
69.7759, 17.4666, -0.255199, -0.966889, 7.7451
69.7502, 17.3933, -0.257036, -0.966402, 7.7451
69.727, 17.3274, -0.258688, -0.965961, 7.7451
69.7062, 17.2688, -0.260157, -0.965566, 7.7451
69.6775, 17.1883, -0.262176, -0.96502, 7.7451
69.6355, 17.0714, -0.265105, -0.96422, 7.7451
69.6302, 17.0567, -0.265471, -0.964119, 7.7451
69.6037, 16.9837, -0.267309, -0.963611, 7.7451
69.5502, 16.8378, -0.270969, -0.962588, 7.7451
69.5448, 16.8232, -0.271334, -0.962485, 7.7451
69.5179, 16.7504, -0.273165, -0.961967, 7.7451
69.5071, 16.7212, -0.273897, -0.961759, 7.7451
69.48, 16.6484, -0.275723, -0.961237, 7.7451
69.4528, 16.5757, -0.277551, -0.960711, 7.7451
69.4254, 16.503, -0.279376, -0.960182, 7.7451
69.3979, 16.4303, -0.281201, -0.959649, 7.7451
69.3758, 16.3723, -0.282659, -0.959221, 7.7451
69.348, 16.2997, -0.284482, -0.958681, 7.7451
69.3201, 16.2272, -0.286308, -0.958138, 7.7451
69.2949, 16.162, -0.287946, -0.957647, 7.7451
69.2667, 16.0896, -0.289764, -0.957098, 7.7451
69.2384, 16.0173, -0.291584, -0.956545, 7.7451
69.2099, 15.945, -0.293402, -0.955989, 7.7451
69.1842, 15.88, -0.295037, -0.955486, 7.7451
69.1555, 15.8078, -0.296853, -0.954923, 7.7451
69.1296, 15.7429, -0.298486, -0.954414, 7.7451
69.1006, 15.6708, -0.300303, -0.953844, 7.7451
69.0744, 15.606, -0.301936, -0.953328, 7.7451
69.051, 15.5484, -0.303386, -0.952868, 7.7451
69.0217, 15.4764, -0.305197, -0.952289, 7.7451
68.9952, 15.4118, -0.306828, -0.951765, 7.7451
68.9656, 15.3399, -0.308637, -0.95118, 7.7451
68.9358, 15.2682, -0.310447, -0.950591, 7.7451
68.909, 15.2036, -0.312075, -0.950058, 7.7451
68.879, 15.132, -0.313881, -0.949462, 7.7451
68.8518, 15.0675, -0.315505, -0.948924, 7.7451
68.8246, 15.0031, -0.317128, -0.948383, 7.7451
68.7912, 14.9245, -0.319112, -0.947717, 7.7451
68.7637, 14.8602, -0.320736, -0.947169, 7.7451
68.7392, 14.8031, -0.322177, -0.94668, 7.7451
68.7116, 14.7389, -0.323795, -0.946127, 7.7451
68.6807, 14.6676, -0.325595, -0.945509, 7.7451
68.6497, 14.5964, -0.327394, -0.944888, 7.7451
68.6185, 14.5252, -0.32919, -0.944264, 7.7451
68.5935, 14.4683, -0.330626, -0.943762, 7.7451
68.5621, 14.3972, -0.332421, -0.943131, 7.7451
68.5274, 14.3192, -0.334393, -0.942434, 7.7451
68.4957, 14.2482, -0.336184, -0.941796, 7.7451
68.4671, 14.1844, -0.337795, -0.94122, 7.7451
68.4352, 14.1136, -0.339583, -0.940576, 7.7451
68.4031, 14.0429, -0.34137, -0.939929, 7.7451
68.3742, 13.9792, -0.342977, -0.939344, 7.7451
68.3451, 13.9156, -0.344582, -0.938756, 7.7451
68.3126, 13.845, -0.346364, -0.9381, 7.7451
68.2833, 13.7816, -0.347966, -0.937507, 7.7451
68.2507, 13.7111, -0.349744, -0.936846, 7.7451
68.2211, 13.6477, -0.351345, -0.936246, 7.7451
68.1948, 13.5914, -0.352767, -0.935711, 7.7451
68.1617, 13.5211, -0.354544, -0.93504, 7.7451
68.1285, 13.4509, -0.356323, -0.934363, 7.7451
68.0986, 13.3877, -0.357918, -0.933753, 7.7451
68.0618, 13.3106, -0.359865, -0.933004, 7.7451
68.0316, 13.2476, -0.361461, -0.932387, 7.7451
68.0046, 13.1916, -0.362875, -0.931838, 7.7451
67.9674, 13.1146, -0.364819, -0.931078, 7.7451
67.9335, 13.0448, -0.366587, -0.930384, 7.7451
67.8994, 12.975, -0.368352, -0.929686, 7.7451
67.8686, 12.9122, -0.369939, -0.929056, 7.7451
67.8343, 12.8425, -0.371703, -0.928352, 7.7451
67.7963, 12.7659, -0.373641, -0.927573, 7.7451
67.7721, 12.7172, -0.374872, -0.927077, 7.7451
67.7374, 12.6477, -0.376633, -0.926362, 7.7451
67.7061, 12.5853, -0.378217, -0.925717, 7.7451
67.6711, 12.5159, -0.379973, -0.924998, 7.7451
67.636, 12.4466, -0.381729, -0.924275, 7.7451
67.5973, 12.3704, -0.38366, -0.923475, 7.7451
67.5619, 12.3013, -0.385411, -0.922745, 7.7451
67.53, 12.2391, -0.386987, -0.922085, 7.7451
67.4943, 12.17, -0.388738, -0.921348, 7.7451
67.4622, 12.1079, -0.390312, -0.920683, 7.7451
67.4263, 12.039, -0.39206, -0.91994, 7.7451
67.3939, 11.9771, -0.393631, -0.919268, 7.7451
67.3578, 11.9083, -0.395377, -0.918519, 7.7451
67.3215, 11.8396, -0.397122, -0.917766, 7.7451
67.2852, 11.771, -0.398865, -0.91701, 7.7451
67.2523, 11.7092, -0.400432, -0.916327, 7.7451
67.2194, 11.6476, -0.401997, -0.915641, 7.7451
67.1863, 11.586, -0.403563, -0.914952, 7.7451
67.1495, 11.5176, -0.405301, -0.914183, 7.7451
67.1162, 11.4561, -0.406865, -0.913488, 7.7451
67.0865, 11.4015, -0.408253, -0.912869, 7.7451
67.0493, 11.3333, -0.409987, -0.912091, 7.7451
67.0157, 11.272, -0.411547, -0.911389, 7.7451
66.9782, 11.2039, -0.413277, -0.910605, 7.7451
66.9444, 11.1427, -0.414835, -0.909897, 7.7451
66.9067, 11.0748, -0.416561, -0.909108, 7.7451
66.8689, 11.007, -0.418287, -0.908315, 7.7451
66.8347, 10.946, -0.41984, -0.907598, 7.7451
66.7967, 10.8783, -0.421564, -0.906799, 7.7451
66.7623, 10.8174, -0.423113, -0.906077, 7.7451
66.724, 10.7498, -0.424834, -0.905271, 7.7451
66.6894, 10.689, -0.426381, -0.904544, 7.7451
66.6586, 10.6351, -0.427755, -0.903895, 7.7451
66.6199, 10.5677, -0.429472, -0.90308, 7.7451
66.5811, 10.5004, -0.43119, -0.902261, 7.7451
66.5383, 10.4265, -0.433072, -0.901359, 7.7451
66.4992, 10.3593, -0.434784, -0.900535, 7.7451
66.464, 10.2989, -0.436324, -0.89979, 7.7451
66.4325, 10.2453, -0.437692, -0.899125, 7.7451
66.3971, 10.1851, -0.439228, -0.898376, 7.7451
66.3615, 10.1249, -0.440763, -0.897624, 7.7451
66.3219, 10.0581, -0.442469, -0.896784, 7.7451
66.2821, 9.99133, -0.444173, -0.895941, 7.7451
66.2422, 9.92467, -0.445873, -0.895096, 7.7451
66.2063, 9.86474, -0.447402, -0.894333, 7.7451
66.1661, 9.79822, -0.4491, -0.893481, 7.7451
66.1299, 9.73842, -0.450626, -0.892713, 7.7451
66.0895, 9.67205, -0.452321, -0.891855, 7.7451
66.0531, 9.61238, -0.453845, -0.891081, 7.7451
66.0166, 9.55277, -0.455366, -0.890304, 7.7451
65.984, 9.49983, -0.45672, -0.889611, 7.7451
65.9432, 9.43374, -0.45841, -0.888741, 7.7451
65.9063, 9.37433, -0.459933, -0.887954, 7.7451
65.8653, 9.30838, -0.461614, -0.887081, 7.7451
65.8283, 9.24909, -0.463127, -0.886292, 7.7451
65.7869, 9.18329, -0.464812, -0.88541, 7.7451
65.7455, 9.11757, -0.466492, -0.884525, 7.7451
65.7082, 9.05849, -0.468003, -0.883727, 7.7451
65.6623, 8.98637, -0.46985, -0.882746, 7.7451
65.6121, 8.90782, -0.471863, -0.881672, 7.7451
65.5912, 8.87511, -0.4727, -0.881223, 7.7451
65.5492, 8.80976, -0.474375, -0.880323, 7.7451
65.5113, 8.75102, -0.475881, -0.87951, 7.7451
65.469, 8.68583, -0.477551, -0.878604, 7.7451
65.4309, 8.62722, -0.479053, -0.877786, 7.7451
65.3927, 8.56868, -0.480555, -0.876965, 7.7451
65.3501, 8.50372, -0.482221, -0.87605, 7.7451
65.3117, 8.44531, -0.483718, -0.875224, 7.7451
65.2688, 8.3805, -0.485379, -0.874304, 7.7451
65.2302, 8.32223, -0.486873, -0.873473, 7.7451
65.1871, 8.25758, -0.488532, -0.872546, 7.7451
65.144, 8.193, -0.490189, -0.871616, 7.7451
65.105, 8.13495, -0.491678, -0.870777, 7.7451
65.0616, 8.07053, -0.49333, -0.869842, 7.7451
65.0224, 8.01261, -0.494817, -0.868997, 7.7451
64.9788, 7.94835, -0.496466, -0.868056, 7.7451
64.9394, 7.89058, -0.497949, -0.867206, 7.7451
64.8999, 7.83288, -0.49943, -0.866354, 7.7451
64.8559, 7.76885, -0.501074, -0.865404, 7.7451
64.8118, 7.7049, -0.502718, -0.86445, 7.7451
64.772, 7.64742, -0.504195, -0.86359, 7.7451
64.7277, 7.58362, -0.505832, -0.862632, 7.7451
64.6877, 7.52628, -0.507305, -0.861767, 7.7451
64.6432, 7.46265, -0.508939, -0.860802, 7.7451
64.5985, 7.39911, -0.51057, -0.859836, 7.7451
64.5627, 7.34832, -0.511874, -0.859061, 7.7451
64.5178, 7.28493, -0.513506, -0.858086, 7.7451
64.4682, 7.2153, -0.515293, -0.857014, 7.7451
64.4231, 7.15208, -0.516916, -0.856036, 7.7451
64.3824, 7.09526, -0.518375, -0.855153, 7.7451
64.337, 7.0322, -0.519993, -0.85417, 7.7451
64.2962, 6.97568, -0.521446, -0.853284, 7.70224
64.26, 6.92576, -0.52273, -0.852499, 7.66415
64.2148, 6.86357, -0.524322, -0.85152, 7.66566
64.174, 6.80765, -0.525749, -0.85064, 7.66822
64.1286, 6.74559, -0.527337, -0.849656, 7.67102
64.0785, 6.6774, -0.529083, -0.84857, 7.67399
64.0327, 6.61546, -0.530666, -0.847581, 7.6766
63.9915, 6.55977, -0.532092, -0.846687, 7.67884
63.9455, 6.49797, -0.533674, -0.84569, 7.68125
63.904, 6.4424, -0.535098, -0.84479, 7.68335
63.8625, 6.38688, -0.536521, -0.843887, 7.68537
63.8254, 6.33758, -0.537786, -0.843082, 7.6871
63.7836, 6.28218, -0.539209, -0.842172, 7.68899
63.7371, 6.22068, -0.540787, -0.841159, 7.69102
63.6904, 6.15926, -0.542364, -0.840144, 7.69299
63.6389, 6.09179, -0.544096, -0.839023, 7.69508
63.5966, 6.03664, -0.545515, -0.838101, 7.69672
63.5543, 5.98156, -0.546931, -0.837177, 7.6983
63.5024, 5.91432, -0.548663, -0.836044, 7.70017
63.4551, 5.85328, -0.550236, -0.835009, 7.70181
63.4124, 5.79841, -0.55165, -0.834076, 7.70322
63.3743, 5.74967, -0.552906, -0.833243, 7.70444
63.3219, 5.68277, -0.554634, -0.832095, 7.70605
63.2789, 5.6281, -0.556048, -0.83115, 7.70733
63.2405, 5.57955, -0.557301, -0.83031, 7.70842
63.1877, 5.51288, -0.55902, -0.829154, 7.70988
63.1203, 5.42819, -0.561208, -0.827675, 7.71168
63.0961, 5.39797, -0.561989, -0.827145, 7.71229
63.0526, 5.34363, -0.563389, -0.826192, 7.71334
63.0041, 5.28333, -0.564948, -0.825126, 7.71449
62.9604, 5.22914, -0.566352, -0.824164, 7.71549
62.9215, 5.18102, -0.567595, -0.823308, 7.71635
62.8677, 5.11496, -0.569304, -0.822127, 7.71749
62.8237, 5.06098, -0.570703, -0.821157, 7.71839
62.7845, 5.01305, -0.571943, -0.820293, 7.71916
62.7304, 4.94724, -0.573646, -0.819103, 7.72019
62.6861, 4.89348, -0.575042, -0.818124, 7.72101
62.6466, 4.84574, -0.576279, -0.817253, 7.7217
62.6021, 4.7921, -0.577666, -0.816273, 7.72246
62.5574, 4.73855, -0.579058, -0.815287, 7.7232
62.5077, 4.67913, -0.580603, -0.814187, 7.72399
62.4629, 4.62571, -0.581985, -0.8132, 7.72468
62.408, 4.56054, -0.583678, -0.811986, 7.72549
62.363, 4.50728, -0.58506, -0.81099, 7.72613
62.3128, 4.4482, -0.586591, -0.809884, 7.72681
62.2626, 4.38921, -0.588123, -0.808772, 7.72748
62.2273, 4.34796, -0.589194, -0.807992, 7.72792
62.1718, 4.28324, -0.590873, -0.806764, 7.7286
62.106, 4.20691, -0.592853, -0.805311, 7.72938
62.0807, 4.17758, -0.593615, -0.804749, 7.72967
62.0299, 4.119, -0.595135, -0.803626, 7.73022
61.9432, 4.01971, -0.597725, -0.801701, 7.73113
61.933, 4.00803, -0.598029, -0.801474, 7.73124
61.8921, 3.96137, -0.59924, -0.800569, 7.73163
61.7843, 3.83931, -0.602423, -0.798177, 7.73264
61.7843, 3.83931, -0.602423, -0.798177, 7.73264
61.7431, 3.79286, -0.603632, -0.797263, 7.73299
61.6864, 3.72913, -0.605294, -0.796002, 7.73347
61.6244, 3.65974, -0.607107, -0.79462, 7.73398
61.5985, 3.63085, -0.60786, -0.794044, 7.73418
61.5466, 3.57316, -0.609363, -0.792892, 7.73457
61.4946, 3.51557, -0.610866, -0.791734, 7.73495
61.4426, 3.45807, -0.612366, -0.790574, 7.73531
61.3904, 3.40067, -0.613865, -0.789411, 7.73567
61.338, 3.34337, -0.615362, -0.788245, 7.73601
61.2804, 3.28046, -0.617005, -0.786959, 7.73637
61.2278, 3.22336, -0.618497, -0.785787, 7.73669
61.1804, 3.17205, -0.619839, -0.784729, 7.73696
61.1277, 3.11514, -0.621326, -0.783552, 7.73726
61.0801, 3.064, -0.622665, -0.782489, 7.73751
61.0165, 2.99595, -0.624444, -0.781069, 7.73784
60.9847, 2.96196, -0.625333, -0.780358, 7.738
60.9315, 2.90542, -0.626814, -0.779169, 7.73825
60.8836, 2.8546, -0.628143, -0.778098, 7.73847
60.8302, 2.79824, -0.629618, -0.776905, 7.73871
60.7821, 2.74761, -0.630947, -0.775826, 7.73892
60.7285, 2.69144, -0.632419, -0.774627, 7.73914
60.6802, 2.64097, -0.633742, -0.773544, 7.73934
60.6318, 2.59059, -0.635065, -0.772459, 7.73952
60.5726, 2.52912, -0.636676, -0.771132, 7.73975
60.524, 2.47891, -0.637994, -0.770042, 7.73992
60.4699, 2.42323, -0.639456, -0.768828, 7.74011
60.4211, 2.3732, -0.640768, -0.767735, 7.74027
60.3723, 2.32324, -0.642078, -0.76664, 7.74043
60.3179, 2.26784, -0.643532, -0.765419, 7.74059
60.2634, 2.21254, -0.644983, -0.764197, 7.74076
60.1814, 2.12981, -0.647155, -0.762359, 7.74099
60.1595, 2.10777, -0.647733, -0.761867, 7.74105
60.1102, 2.05826, -0.649035, -0.760759, 7.74118
60.0112, 1.95958, -0.651633, -0.758534, 7.74144
59.9727, 1.92124, -0.652637, -0.75767, 7.74153
59.9617, 1.91029, -0.652924, -0.757424, 7.74156
59.9121, 1.86112, -0.654218, -0.756306, 7.74167
59.8457, 1.7957, -0.655937, -0.754815, 7.74182
59.807, 1.75758, -0.656938, -0.753945, 7.7419
59.7571, 1.70866, -0.658221, -0.752824, 7.742
59.7015, 1.65441, -0.659649, -0.751574, 7.74212
59.6458, 1.60028, -0.661075, -0.75032, 7.74222
59.5845, 1.54084, -0.662639, -0.748939, 7.74234
59.5398, 1.49769, -0.663774, -0.747933, 7.74242
59.4838, 1.44385, -0.665191, -0.746673, 7.74251
59.4278, 1.39012, -0.666608, -0.745409, 7.74261
59.3547, 1.32045, -0.668444, -0.743763, 7.74272
59.3266, 1.29367, -0.669148, -0.743129, 7.74277
59.2759, 1.24557, -0.670416, -0.741986, 7.74284
59.2138, 1.18691, -0.671962, -0.740585, 7.74293
59.1685, 1.14431, -0.673085, -0.739565, 7.74299
59.1062, 1.08587, -0.674627, -0.738159, 7.74308
59.0609, 1.04344, -0.675747, -0.737134, 7.74314
59.004, 0.990509, -0.677144, -0.735851, 7.74321
58.9528, 0.942956, -0.678399, -0.734694, 7.74327
58.8901, 0.884965, -0.67993, -0.733277, 7.74334
58.8387, 0.837606, -0.681182, -0.732114, 7.7434
58.7815, 0.785088, -0.682568, -0.730822, 7.74346
58.7356, 0.743146, -0.683676, -0.729786, 7.74351
58.6782, 0.690831, -0.68506, -0.728486, 7.74356
58.6207, 0.638619, -0.68644, -0.727186, 7.74362
58.5689, 0.591718, -0.687681, -0.726013, 7.74367
58.517, 0.544909, -0.68892, -0.724837, 7.74371
58.4592, 0.493008, -0.690295, -0.723528, 7.74376
58.4071, 0.446385, -0.69153, -0.722347, 7.74381
58.3492, 0.394689, -0.6929, -0.721034, 7.74385
58.2911, 0.343107, -0.694268, -0.719717, 7.7439
58.2387, 0.29677, -0.695496, -0.71853, 7.74394
58.1922, 0.255653, -0.696587, -0.717473, 7.74397
58.128, 0.199251, -0.698084, -0.716016, 7.74402
58.0695, 0.148094, -0.699444, -0.714687, 7.74406
58.011, 0.0970373, -0.700799, -0.713359, 7.74409
57.97, 0.0613518, -0.701745, -0.712428, 7.74412
57.9113, 0.0104868, -0.703097, -0.711094, 7.74415
57.8525, -0.0402577, -0.704448, -0.709755, 7.74419
57.7995, -0.0858488, -0.705659, -0.708552, 7.74422
57.7346, -0.141442, -0.707134, -0.707079, 7.74425
57.6814, -0.18683, -0.708341, -0.70587, 7.74428
57.6341, -0.227103, -0.709412, -0.704794, 7.7443
57.5808, -0.272324, -0.710613, -0.703583, 7.74433
57.5274, -0.317452, -0.711813, -0.702369, 7.74435
57.468, -0.367477, -0.713146, -0.701016, 7.74438
57.4145, -0.412413, -0.714341, -0.699797, 7.7444
57.3549, -0.462233, -0.715666, -0.698443, 7.74443
57.2952, -0.511931, -0.716991, -0.697083, 7.74445
57.2414, -0.556577, -0.718178, -0.695859, 7.74447
57.1755, -0.611008, -0.719627, -0.694361, 7.7445
57.1216, -0.655442, -0.720812, -0.693131, 7.74452
57.0615, -0.704706, -0.722124, -0.691764, 7.74454
57.0074, -0.748951, -0.723303, -0.690531, 7.74456
56.9471, -0.797997, -0.724611, -0.689158, 7.74458
56.8929, -0.842049, -0.725785, -0.687921, 7.74459
56.8446, -0.881132, -0.726827, -0.68682, 7.74461
56.7841, -0.929874, -0.728127, -0.685442, 7.74463
56.7235, -0.978503, -0.729424, -0.684062, 7.74464
56.6628, -1.02702, -0.730717, -0.68268, 7.74466
56.6021, -1.07542, -0.732008, -0.681296, 7.74468
56.5473, -1.11888, -0.733169, -0.680047, 7.74469
56.4803, -1.17187, -0.734584, -0.678518, 7.74471
56.4254, -1.21513, -0.73574, -0.677264, 7.74472
56.3643, -1.26307, -0.737023, -0.675868, 7.74473
56.3092, -1.30612, -0.738176, -0.674609, 7.74474
56.2479, -1.35385, -0.739453, -0.673209, 7.74476
56.1865, -1.40146, -0.740727, -0.671806, 7.74477
56.1312, -1.44421, -0.741872, -0.670541, 7.74478
56.0697, -1.4916, -0.743141, -0.669135, 7.74479
56.0142, -1.53415, -0.744282, -0.667866, 7.7448
55.9525, -1.58132, -0.745546, -0.666454, 7.74481
55.8969, -1.62367, -0.746682, -0.665181, 7.74482
55.8412, -1.66593, -0.747816, -0.663906, 7.74483
55.7792, -1.71277, -0.749073, -0.662488, 7.74484
55.7234, -1.75483, -0.750201, -0.66121, 7.74485
55.6612, -1.80145, -0.751453, -0.659787, 7.74486
55.5865, -1.85721, -0.752951, -0.658076, 7.74487
55.5492, -1.88506, -0.753699, -0.65722, 7.74487
55.493, -1.92672, -0.75482, -0.655932, 7.74488
55.4306, -1.9729, -0.756062, -0.6545, 7.74489
55.368, -2.01896, -0.757301, -0.653066, 7.7449
55.3054, -2.0649, -0.758537, -0.65163, 7.7449
55.2427, -2.11072, -0.75977, -0.650192, 7.74491
55.1798, -2.15643, -0.761001, -0.648751, 7.74492
55.1106, -2.20656, -0.762352, -0.647163, 7.74492
55.054, -2.24748, -0.763453, -0.645863, 7.74493
55.0035, -2.28378, -0.76443, -0.644707, 7.74493
54.9404, -2.32904, -0.765649, -0.643259, 7.74494
54.8708, -2.37867, -0.766988, -0.641661, 7.74495
54.8075, -2.42367, -0.768202, -0.640208, 7.74495
54.7441, -2.46856, -0.769412, -0.638752, 7.74496
54.687, -2.50886, -0.770499, -0.637441, 7.74496
54.6298, -2.54906, -0.771584, -0.636127, 7.74497
54.5789, -2.58471, -0.772547, -0.634957, 7.74497
54.5088, -2.6336, -0.773868, -0.633347, 7.74498
54.4514, -2.6735, -0.774945, -0.632029, 7.74498
54.3939, -2.7133, -0.77602, -0.630708, 7.74498
54.3364, -2.753, -0.777094, -0.629385, 7.74499
54.2724, -2.79699, -0.778283, -0.627914, 7.74499
54.2147, -2.83649, -0.779352, -0.626586, 7.74499
54.1505, -2.88025, -0.780536, -0.625111, 7.745
54.0927, -2.91954, -0.781599, -0.623782, 7.745
54.0348, -2.95873, -0.78266, -0.622449, 7.745
53.9704, -3.00215, -0.783837, -0.620966, 7.74501
53.9059, -3.04545, -0.78501, -0.619482, 7.74501
53.8413, -3.08863, -0.786181, -0.617996, 7.74501
53.7896, -3.1231, -0.787116, -0.616805, 7.74502
53.7184, -3.17034, -0.788398, -0.615166, 7.74502
53.6601, -3.20889, -0.789444, -0.613822, 7.74502
53.5887, -3.25587, -0.79072, -0.612179, 7.74503
53.5368, -3.28995, -0.791646, -0.61098, 7.74503
53.4783, -3.3282, -0.792684, -0.609633, 7.74503
53.4001, -3.37901, -0.794066, -0.607832, 7.74503
53.3675, -3.40015, -0.794641, -0.60708, 7.74503
53.3023, -3.44231, -0.795788, -0.605575, 7.74504
53.2435, -3.48016, -0.796817, -0.604221, 7.74504
53.1847, -3.51791, -0.797844, -0.602864, 7.74504
53.1192, -3.55972, -0.798984, -0.601353, 7.74504
53.0537, -3.60141, -0.800121, -0.599839, 7.74504
52.9815, -3.64712, -0.801368, -0.598172, 7.74505
52.8565, -3.72562, -0.803514, -0.595286, 7.74505
52.8565, -3.72562, -0.803514, -0.595286, 7.74505
52.8104, -3.75448, -0.804302, -0.594221, 7.74505
52.7379, -3.79968, -0.805538, -0.592545, 7.74505
52.6851, -3.83248, -0.806433, -0.591325, 7.74505
52.619, -3.87334, -0.807551, -0.589798, 7.74506
52.5529, -3.91407, -0.808668, -0.588265, 7.74506
52.4933, -3.95064, -0.809669, -0.586887, 7.74506
52.4403, -3.98307, -0.810556, -0.585661, 7.74506
52.3806, -4.01943, -0.811554, -0.584277, 7.74506
52.3075, -4.06372, -0.812772, -0.582582, 7.74506
52.2477, -4.09987, -0.813763, -0.581197, 7.74506
52.1878, -4.13592, -0.814751, -0.579811, 7.74507
52.1211, -4.17584, -0.815848, -0.578267, 7.74507
52.0611, -4.21167, -0.816831, -0.576877, 7.74507
51.9943, -4.25137, -0.81792, -0.575333, 7.74507
51.9342, -4.28698, -0.818899, -0.573938, 7.74507
51.874, -4.32249, -0.819875, -0.572543, 7.74507
51.807, -4.36182, -0.820956, -0.570991, 7.74507
51.7466, -4.39712, -0.821928, -0.569592, 7.74507
51.6862, -4.43231, -0.822896, -0.568192, 7.74507
51.619, -4.4713, -0.823968, -0.566636, 7.74507
51.5585, -4.50627, -0.824932, -0.565232, 7.74508
