# x/m, y/m, cos, sin, vel/(m/s)
-36.4979, 9.80449, -0.997566, -0.069725, 7.71597
-36.5745, 9.79299, -0.997432, -0.0716216, 7.71702
-36.6434, 9.78252, -0.997308, -0.0733283, 7.71794
-36.7199, 9.77074, -0.997167, -0.0752246, 7.71892
-36.7887, 9.76002, -0.997036, -0.0769313, 7.71978
-36.8652, 9.74796, -0.996888, -0.0788271, 7.72069
-36.9341, 9.73699, -0.996752, -0.0805331, 7.72149
-37.0105, 9.72466, -0.996597, -0.0824284, 7.72234
-37.0793, 9.71344, -0.996455, -0.0841338, 7.72308
-37.1558, 9.70083, -0.996293, -0.0860285, 7.72388
-37.2246, 9.68936, -0.996144, -0.0877332, 7.72457
-37.301, 9.67647, -0.995975, -0.0896268, 7.72531
-37.3697, 9.66475, -0.995821, -0.0913305, 7.72596
-37.4385, 9.65292, -0.995663, -0.0930339, 7.72658
-37.553, 9.63287, -0.995394, -0.0958719, 7.72758
-37.5911, 9.62615, -0.995302, -0.0968176, 7.72791
-37.6598, 9.61393, -0.995135, -0.0985188, 7.72846
-37.7209, 9.60299, -0.994984, -0.100031, 7.72894
-37.7895, 9.59055, -0.994812, -0.101732, 7.72946
-37.8658, 9.57659, -0.994617, -0.103621, 7.73002
-37.9497, 9.56106, -0.994398, -0.105698, 7.73062
-38.0107, 9.54967, -0.994237, -0.107208, 7.73104
-38.0945, 9.53384, -0.994011, -0.109284, 7.7316
-38.1707, 9.5193, -0.993801, -0.111171, 7.73209
-38.2392, 9.5061, -0.99361, -0.112868, 7.73251
-38.3153, 9.49129, -0.993394, -0.114754, 7.73297
-38.3838, 9.47784, -0.993197, -0.11645, 7.73336
-38.4599, 9.46275, -0.992974, -0.118334, 7.73379
-38.5284, 9.44906, -0.99277, -0.12003, 7.73416
-38.6044, 9.4337, -0.992541, -0.121913, 7.73455
-38.6729, 9.41975, -0.992331, -0.123607, 7.73489
-38.7413, 9.40569, -0.992119, -0.125301, 7.73523
-38.84, 9.38514, -0.991807, -0.127747, 7.73569
-38.878, 9.3772, -0.991685, -0.128688, 7.73586
-38.9463, 9.36279, -0.991464, -0.13038, 7.73616
-39.0146, 9.34827, -0.99124, -0.132073, 7.73645
-39.0829, 9.33362, -0.991013, -0.133765, 7.73673
-39.1588, 9.31721, -0.990758, -0.135644, 7.73703
-39.2422, 9.29898, -0.990472, -0.137711, 7.73735
-39.318, 9.28244, -0.990217, -0.139535, 7.73763
-39.3862, 9.26744, -0.989985, -0.141175, 7.73787
-39.4619, 9.25058, -0.989721, -0.143013, 7.73813
-39.5301, 9.23535, -0.989483, -0.144652, 7.73836
-39.5982, 9.22001, -0.989243, -0.146285, 7.73858
-39.6588, 9.20627, -0.989026, -0.147743, 7.73877
-39.742, 9.18722, -0.988725, -0.149745, 7.73902
-39.8101, 9.17153, -0.988476, -0.151378, 7.73922
-39.8857, 9.15395, -0.988196, -0.153195, 7.73943
-39.9537, 9.13802, -0.987941, -0.154831, 7.73961
-40.0292, 9.12018, -0.987655, -0.156644, 7.73981
-40.0972, 9.10401, -0.987395, -0.158276, 7.73998
-40.1651, 9.08773, -0.987132, -0.159909, 7.74015
-40.2406, 9.06951, -0.986837, -0.161721, 7.74033
-40.3085, 9.05299, -0.986568, -0.163351, 7.74048
-40.3688, 9.03822, -0.986327, -0.164799, 7.74062
-40.4517, 9.01775, -0.985992, -0.16679, 7.74079
-40.5571, 8.99142, -0.985561, -0.169322, 7.74101
-40.5872, 8.98388, -0.985436, -0.170046, 7.74107
-40.67, 8.96297, -0.985091, -0.172034, 7.74123
-40.7904, 8.9322, -0.984582, -0.174923, 7.74145
-40.8355, 8.92061, -0.984389, -0.176006, 7.74153
-40.8731, 8.91092, -0.984227, -0.176908, 7.7416
-40.9482, 8.89141, -0.983902, -0.178712, 7.74172
-41.0309, 8.86977, -0.983539, -0.180695, 7.74186
-41.0909, 8.85395, -0.983273, -0.182136, 7.74195
-41.166, 8.83404, -0.982938, -0.183936, 7.74206
-41.241, 8.81399, -0.9826, -0.185736, 7.74217
-41.3159, 8.79381, -0.982258, -0.187535, 7.74228
-41.3834, 8.77553, -0.981948, -0.189153, 7.74237
-41.4433, 8.75919, -0.98167, -0.190591, 7.74245
-41.5257, 8.73657, -0.981284, -0.192567, 7.74255
-41.6454, 8.70331, -0.980716, -0.195439, 7.7427
-41.6678, 8.69707, -0.980608, -0.195977, 7.74273
-41.7426, 8.6761, -0.980248, -0.19777, 7.74281
-41.8546, 8.64435, -0.979702, -0.200459, 7.74294
-41.8995, 8.6316, -0.979482, -0.201534, 7.74298
-41.9368, 8.62095, -0.979297, -0.202429, 7.74302
-42.0114, 8.59949, -0.978925, -0.204219, 7.74309
-42.0785, 8.58008, -0.978588, -0.205829, 7.74316
-42.168, 8.55399, -0.978134, -0.207975, 7.74324
-42.2202, 8.53871, -0.977867, -0.209227, 7.74329
-42.2946, 8.51674, -0.977483, -0.211014, 7.74336
-42.3691, 8.49464, -0.977096, -0.2128, 7.74342
-42.4435, 8.4724, -0.976705, -0.214585, 7.74348
-42.5104, 8.45227, -0.976351, -0.216191, 7.74353
-42.5773, 8.43204, -0.975994, -0.217797, 7.74358
-42.659, 8.40714, -0.975554, -0.219758, 7.74364
-42.7333, 8.38437, -0.975151, -0.22154, 7.7437
-42.8, 8.36377, -0.974786, -0.223143, 7.74374
-42.8742, 8.34074, -0.974376, -0.224924, 7.74379
-42.9409, 8.31991, -0.974005, -0.226526, 7.74383
-43.0076, 8.29896, -0.973631, -0.228127, 7.74387
-43.0816, 8.27556, -0.973213, -0.229906, 7.74392
-43.1483, 8.25438, -0.972833, -0.231506, 7.74396
-43.2148, 8.2331, -0.972452, -0.233105, 7.74399
-43.2887, 8.20931, -0.972024, -0.234882, 7.74403
-43.3626, 8.18539, -0.971593, -0.236657, 7.74407
-43.4217, 8.16617, -0.971246, -0.238077, 7.7441
-43.4955, 8.14201, -0.97081, -0.239851, 7.74414
-43.5693, 8.11771, -0.97037, -0.241625, 7.74417
-43.643, 8.09328, -0.969927, -0.243397, 7.74421
-43.724, 8.06624, -0.969436, -0.245346, 7.74424
-43.7977, 8.04152, -0.968986, -0.247117, 7.74427
-43.8712, 8.01667, -0.968532, -0.248887, 7.7443
-43.9742, 7.98162, -0.967893, -0.251364, 7.74434
-44.0109, 7.96907, -0.967663, -0.252248, 7.74436
-44.077, 7.94636, -0.967247, -0.253839, 7.74438
-44.1871, 7.90822, -0.966547, -0.256488, 7.74442
-44.2238, 7.89547, -0.966313, -0.257371, 7.74443
-44.2897, 7.87242, -0.965888, -0.258959, 7.74445
-44.3557, 7.84926, -0.965461, -0.260546, 7.74447
-44.4289, 7.8234, -0.964984, -0.262309, 7.7445
-44.4948, 7.80001, -0.964552, -0.263895, 7.74452
-44.5606, 7.77651, -0.964117, -0.265479, 7.74453
-44.6191, 7.75554, -0.963728, -0.266887, 7.74455
-44.6995, 7.72655, -0.96319, -0.268822, 7.74457
-44.7652, 7.70271, -0.962747, -0.270404, 7.74459
-44.8381, 7.6761, -0.962252, -0.272161, 7.74461
-44.9038, 7.65205, -0.961803, -0.273741, 7.74462
-44.9766, 7.62518, -0.961302, -0.275496, 7.74464
-45.0494, 7.59818, -0.960798, -0.27725, 7.74466
-45.1222, 7.57106, -0.96029, -0.279003, 7.74467
-45.1877, 7.54653, -0.959831, -0.280579, 7.74469
-45.2749, 7.51364, -0.959214, -0.28268, 7.74471
-45.3257, 7.49439, -0.958852, -0.283905, 7.74472
-45.3983, 7.46676, -0.958333, -0.285654, 7.74473
-45.4781, 7.4362, -0.957757, -0.287577, 7.74474
-45.5361, 7.4139, -0.957337, -0.288975, 7.74475
-45.6013, 7.38869, -0.956861, -0.290547, 7.74476
-45.6737, 7.36056, -0.956329, -0.292292, 7.74478
-45.7388, 7.33513, -0.955848, -0.293863, 7.74479
-45.7966, 7.31244, -0.955418, -0.295258, 7.7448
-45.8616, 7.28681, -0.954931, -0.296827, 7.74481
-45.9411, 7.25532, -0.954334, -0.298743, 7.74482
-46.0132, 7.22656, -0.953787, -0.300485, 7.74483
-46.0781, 7.20058, -0.953292, -0.302051, 7.74484
-46.1501, 7.17157, -0.952739, -0.303791, 7.74485
-46.2149, 7.14535, -0.952238, -0.305356, 7.74485
-46.2869, 7.11609, -0.951679, -0.307094, 7.74486
-46.3588, 7.0867, -0.951117, -0.308831, 7.74487
-46.4234, 7.06014, -0.950608, -0.310394, 7.74488
-46.4952, 7.0305, -0.950039, -0.31213, 7.74489
-46.5598, 7.00372, -0.949525, -0.313692, 7.74489
-46.6315, 6.97383, -0.94895, -0.315426, 7.7449
-46.7031, 6.9438, -0.948372, -0.317159, 7.74491
-46.7747, 6.91365, -0.947791, -0.318892, 7.74492
-46.8391, 6.8864, -0.947265, -0.32045, 7.74492
-46.9105, 6.856, -0.946678, -0.322181, 7.74493
-46.9605, 6.83465, -0.946265, -0.323392, 7.74493
-47.0319, 6.80402, -0.945672, -0.325121, 7.74494
-47.0961, 6.77635, -0.945136, -0.326677, 7.74494
-47.1674, 6.74547, -0.944537, -0.328404, 7.74495
-47.2386, 6.71447, -0.943935, -0.330131, 7.74495
-47.3026, 6.68645, -0.94339, -0.331684, 7.74496
-47.3666, 6.65834, -0.942843, -0.333237, 7.74496
-47.4377, 6.62696, -0.942232, -0.334961, 7.74497
-47.5016, 6.59862, -0.941679, -0.336511, 7.74497
-47.5725, 6.567, -0.941062, -0.338233, 7.74498
-47.6434, 6.53525, -0.940442, -0.339954, 7.74498
-47.7071, 6.50657, -0.939881, -0.341502, 7.74499
-47.7779, 6.47457, -0.939255, -0.343221, 7.74499
-47.8486, 6.44245, -0.938625, -0.344939, 7.74499
-47.9122, 6.41343, -0.938056, -0.346484, 7.745
-47.9757, 6.38431, -0.937484, -0.348028, 7.745
-48.0463, 6.35182, -0.936846, -0.349743, 7.745
-48.1097, 6.32247, -0.936269, -0.351285, 7.74501
-48.2083, 6.27657, -0.935366, -0.353682, 7.74501
-48.2435, 6.26015, -0.935042, -0.354538, 7.74501
-48.3068, 6.23048, -0.934457, -0.356077, 7.74502
-48.3771, 6.19738, -0.933803, -0.357786, 7.74502
-48.4473, 6.16416, -0.933147, -0.359495, 7.74502
-48.5034, 6.1375, -0.93262, -0.360861, 7.74502
-48.5735, 6.10404, -0.931958, -0.362567, 7.74503
-48.6435, 6.07046, -0.931292, -0.364272, 7.74503
-48.7135, 6.03674, -0.930624, -0.365976, 7.74503
-48.7764, 6.0063, -0.93002, -0.367509, 7.74503
-48.8463, 5.97234, -0.929345, -0.369211, 7.74504
-48.9161, 5.93826, -0.928668, -0.370912, 7.74504
-48.9788, 5.90747, -0.928055, -0.372443, 7.74504
-49.0485, 5.87315, -0.927371, -0.374142, 7.74504
-49.1111, 5.84214, -0.926753, -0.37567, 7.74504
-49.1807, 5.80757, -0.926064, -0.377368, 7.74505
-49.2432, 5.77635, -0.92544, -0.378894, 7.74505
-49.3057, 5.74503, -0.924814, -0.38042, 7.74505
-49.3682, 5.7136, -0.924185, -0.381945, 7.74505
-49.4375, 5.67855, -0.923483, -0.383639, 7.74505
-49.4998, 5.6469, -0.922849, -0.385162, 7.74505
-49.569, 5.61161, -0.922141, -0.386854, 7.74506
-49.6312, 5.57975, -0.921501, -0.388376, 7.74506
-49.7003, 5.54421, -0.920787, -0.390066, 7.74506
-49.7624, 5.51213, -0.920142, -0.391585, 7.74506
-49.8795, 5.45116, -0.918916, -0.394454, 7.74506
-49.8933, 5.44398, -0.918771, -0.394791, 7.74506
-49.9484, 5.41519, -0.91819, -0.39614, 7.74506
-50.0446, 5.36455, -0.917169, -0.3985, 7.74507
-50.0789, 5.34643, -0.916802, -0.399341, 7.74507
-50.1613, 5.30277, -0.91592, -0.401361, 7.74507
-50.2093, 5.27723, -0.915403, -0.402538, 7.74507
-50.271, 5.2443, -0.914736, -0.404051, 7.74507
-50.3394, 5.20759, -0.913993, -0.405731, 7.74507
-50.4146, 5.16705, -0.913171, -0.407577, 7.74507
-50.4829, 5.13007, -0.91242, -0.409255, 7.74507
-50.5375, 5.1004, -0.911817, -0.410596, 7.74507
-50.5989, 5.06692, -0.911137, -0.412104, 7.74507
-50.6738, 5.02586, -0.910302, -0.413946, 7.74508
-50.735, 4.99215, -0.909615, -0.415451, 7.74508
-50.803, 4.95458, -0.90885, -0.417123, 7.74508
-50.8641, 4.92067, -0.908158, -0.418627, 7.74508
-50.9252, 4.88665, -0.907464, -0.420129, 7.74508
-50.993, 4.84872, -0.90669, -0.421797, 7.74508
-51.0539, 4.81449, -0.905991, -0.423297, 7.74508
-51.1216, 4.77633, -0.905211, -0.424963, 7.74508
-51.1824, 4.74189, -0.904506, -0.426461, 7.74508
-51.2432, 4.70734, -0.903799, -0.427958, 7.74508
-51.3106, 4.66883, -0.90301, -0.42962, 7.74508
-51.3713, 4.63407, -0.902297, -0.431115, 7.74508
-51.4386, 4.59532, -0.901502, -0.432775, 7.74508
-51.5059, 4.55645, -0.900704, -0.434433, 7.74508
-51.5663, 4.52137, -0.899983, -0.435925, 7.74508
-51.6334, 4.48226, -0.899179, -0.43758, 7.74508
-51.6938, 4.44696, -0.898453, -0.43907, 7.74509
-51.7942, 4.38786, -0.897237, -0.44155, 7.74509
-51.8544, 4.35229, -0.896504, -0.443036, 7.74509
-51.8744, 4.34043, -0.896259, -0.443532, 7.74509
-51.9412, 4.30075, -0.89544, -0.445182, 7.74509
-52.0079, 4.26095, -0.894618, -0.446831, 7.74509
-52.0745, 4.22102, -0.893794, -0.448479, 7.74509
-52.1344, 4.18499, -0.893048, -0.449961, 7.74509
-52.1943, 4.14885, -0.892301, -0.451441, 7.74509
-52.2607, 4.10858, -0.891467, -0.453086, 7.74509
-52.3204, 4.07224, -0.890714, -0.454565, 7.74509
-52.3999, 4.0236, -0.889705, -0.456535, 7.74509
-52.4463, 3.99517, -0.889115, -0.457683, 7.74509
-52.519, 3.95034, -0.888185, -0.459487, 7.74509
-52.5784, 3.91357, -0.88742, -0.460961, 7.74509
-52.7234, 3.82307, -0.885541, -0.464561, 7.74509
-52.7234, 3.82307, -0.885541, -0.464561, 7.74509
-52.7563, 3.80247, -0.885112, -0.465378, 7.74509
-52.8155, 3.7653, -0.884337, -0.466849, 7.74509
-52.8812, 3.72387, -0.883473, -0.468481, 7.74509
-52.9534, 3.67816, -0.88252, -0.470276, 7.74509
-52.9993, 3.649, -0.881911, -0.471417, 7.74509
-53.0648, 3.60724, -0.881038, -0.473046, 7.74509
-53.1237, 3.56954, -0.88025, -0.474511, 7.74509
-53.1825, 3.53176, -0.879459, -0.475975, 7.74509
-53.2478, 3.48965, -0.878577, -0.4776, 7.74509
-53.3064, 3.45165, -0.877781, -0.479062, 7.74509
-53.3651, 3.41355, -0.876983, -0.480522, 7.74509
-53.4301, 3.3711, -0.876092, -0.482144, 7.74509
-53.4951, 3.32853, -0.875199, -0.483764, 7.74509
-53.5535, 3.29012, -0.874392, -0.485221, 7.74509
-53.6183, 3.24732, -0.873492, -0.486838, 7.74509
-53.683, 3.2044, -0.87259, -0.488454, 7.74509
-53.7412, 3.16567, -0.871775, -0.489907, 7.74509
-53.8058, 3.12252, -0.870866, -0.49152, 7.74509
-53.8703, 3.07925, -0.869955, -0.493132, 7.74509
-53.9283, 3.04021, -0.869132, -0.494581, 7.74509
-53.9927, 2.99672, -0.868214, -0.496189, 7.74509
-54.0569, 2.9531, -0.867294, -0.497796, 7.7451
-54.1147, 2.91375, -0.866463, -0.499241, 7.7451
-54.1724, 2.8743, -0.86563, -0.500685, 7.7451
-54.2365, 2.83035, -0.864701, -0.502287, 7.7451
-54.3004, 2.78628, -0.863769, -0.503888, 7.7451
-54.3643, 2.74209, -0.862834, -0.505488, 7.7451
-54.4281, 2.69778, -0.861896, -0.507085, 7.7451
-54.4855, 2.65781, -0.861049, -0.508522, 7.7451
-54.5428, 2.61774, -0.8602, -0.509957, 7.7451
-54.6, 2.57758, -0.859348, -0.511391, 7.7451
-54.6635, 2.53283, -0.858399, -0.512984, 7.7451
-54.7269, 2.48797, -0.857446, -0.514574, 7.7451
-54.7902, 2.44299, -0.85649, -0.516163, 7.7451
-54.8345, 2.41144, -0.85582, -0.517274, 7.7451
-54.8914, 2.37079, -0.854955, -0.518702, 7.7451
-54.9608, 2.32096, -0.853895, -0.520445, 7.7451
-55.0175, 2.28009, -0.853025, -0.52187, 7.7451
-55.0741, 2.23913, -0.852152, -0.523294, 7.7451
-55.1433, 2.18893, -0.851082, -0.525032, 7.7451
-55.206, 2.14317, -0.850106, -0.526611, 7.7451
-55.2625, 2.10189, -0.849225, -0.528031, 7.7451
-55.3188, 2.06051, -0.848342, -0.529449, 7.7451
-55.3751, 2.01905, -0.847456, -0.530866, 7.7451
-55.4375, 1.97285, -0.846468, -0.532439, 7.7451
-55.4937, 1.93118, -0.845577, -0.533854, 7.7451
-55.556, 1.88477, -0.844583, -0.535425, 7.7451
-55.6119, 1.8429, -0.843686, -0.536837, 7.7451
-55.6679, 1.80094, -0.842787, -0.538248, 7.7451
-55.7732, 1.72133, -0.841081, -0.540909, 7.7451
-55.798, 1.70259, -0.840679, -0.541534, 7.7451
-55.8351, 1.67442, -0.840074, -0.542472, 7.7451
-55.8908, 1.63208, -0.839164, -0.543878, 7.7451
-55.9525, 1.58492, -0.838151, -0.545438, 7.7451
-56.008, 1.54239, -0.837236, -0.546842, 7.7451
-56.0695, 1.49501, -0.836217, -0.548399, 7.7451
-56.131, 1.44751, -0.835194, -0.549955, 7.7451
-56.1924, 1.3999, -0.834169, -0.551509, 7.7451
-56.272, 1.33781, -0.832831, -0.553527, 7.7451
-56.3087, 1.30912, -0.832212, -0.554458, 7.7451
-56.3698, 1.26117, -0.831177, -0.556007, 7.7451
-56.4248, 1.21793, -0.830244, -0.557401, 7.7451
-56.4796, 1.17459, -0.829308, -0.558792, 7.7451
-56.5344, 1.13117, -0.828369, -0.560183, 7.7451
-56.5952, 1.0828, -0.827324, -0.561726, 7.7451
-56.6498, 1.03918, -0.82638, -0.563113, 7.7451
-56.7104, 0.990594, -0.825329, -0.564653, 7.7451
-56.7649, 0.946778, -0.82438, -0.566037, 7.7451
-56.8193, 0.902869, -0.823428, -0.56742, 7.7451
-56.8676, 0.863768, -0.822581, -0.568648, 7.7451
-56.9339, 0.809866, -0.821413, -0.570334, 7.7451
-57.0301, 0.731173, -0.819707, -0.572783, 7.7451
-57.0421, 0.721333, -0.819493, -0.573089, 7.7451
-57.0962, 0.676958, -0.81853, -0.574464, 7.7451
-57.1561, 0.62754, -0.817457, -0.57599, 7.7451
-57.2458, 0.55316, -0.815842, -0.578275, 7.7451
-57.2697, 0.533308, -0.81541, -0.578884, 7.7451
-57.3293, 0.483567, -0.814328, -0.580404, 7.7451
-57.383, 0.438708, -0.813352, -0.581771, 7.7451
-57.4306, 0.398763, -0.812483, -0.582985, 7.7451
-57.4959, 0.343703, -0.811285, -0.584652, 7.7451
-57.5493, 0.298565, -0.810301, -0.586014, 7.7451
-57.5967, 0.25837, -0.809425, -0.587223, 7.7451
-57.6558, 0.208016, -0.808327, -0.588733, 7.7451
-57.7208, 0.152491, -0.807117, -0.590392, 7.7451
-57.7797, 0.101905, -0.806013, -0.591898, 7.7451
-57.8386, 0.0512067, -0.804906, -0.593403, 7.7451
-57.8915, 0.00548947, -0.803907, -0.594755, 7.7451
-57.9443, -0.0403173, -0.802906, -0.596106, 7.7451
-58.0146, -0.101551, -0.801568, -0.597904, 7.7451
-58.0555, -0.137325, -0.800785, -0.598952, 7.7451
-58.1139, -0.188541, -0.799664, -0.600447, 7.7451
-58.1664, -0.234723, -0.798653, -0.601792, 7.7451
-58.2188, -0.280994, -0.79764, -0.603134, 7.7451
-58.277, -0.332518, -0.79651, -0.604625, 7.7451
-58.3292, -0.378977, -0.795492, -0.605964, 7.7451
-58.3756, -0.420343, -0.794584, -0.607154, 7.7451
-58.4277, -0.466969, -0.793561, -0.608491, 7.7451
-58.4854, -0.518885, -0.792421, -0.609974, 7.7451
-58.5489, -0.576124, -0.791164, -0.611604, 7.7451
-58.6007, -0.623043, -0.790133, -0.612935, 7.7451
-58.6467, -0.664819, -0.789214, -0.614118, 7.7451
-58.7099, -0.722392, -0.787948, -0.615742, 7.7451
-58.7614, -0.769584, -0.78691, -0.617068, 7.7451
-58.8186, -0.822129, -0.785753, -0.618541, 7.7451
-58.8701, -0.869505, -0.784709, -0.619864, 7.7451
-58.9271, -0.922253, -0.783547, -0.621333, 7.7451
-58.984, -0.975108, -0.782382, -0.622799, 7.7451
-59.0352, -1.02277, -0.781331, -0.624117, 7.7451
-59.0919, -1.07582, -0.78016, -0.62558, 7.7451
-59.1429, -1.12366, -0.779104, -0.626895, 7.7451
-59.1881, -1.16626, -0.778163, -0.628062, 7.7451
-59.2446, -1.2196, -0.776985, -0.629519, 7.7451
-59.2953, -1.2677, -0.775922, -0.630829, 7.7451
-59.3516, -1.32125, -0.774739, -0.632282, 7.7451
-59.4078, -1.3749, -0.773552, -0.633733, 7.7451
-59.4527, -1.41789, -0.772601, -0.634892, 7.7451
-59.5086, -1.47173, -0.77141, -0.636339, 7.7451
-59.5868, -1.54732, -0.769737, -0.638361, 7.7451
-59.6092, -1.56893, -0.769259, -0.638938, 7.7451
-59.6704, -1.62849, -0.76794, -0.640522, 7.7451
-59.7593, -1.7154, -0.766015, -0.642822, 7.7451
-59.787, -1.74258, -0.765412, -0.64354, 7.7451
-59.8203, -1.77523, -0.764688, -0.6444, 7.7451
-59.8811, -1.83523, -0.763358, -0.645976, 7.7451
-59.9418, -1.89535, -0.762024, -0.647548, 7.7451
-59.9749, -1.92818, -0.761295, -0.648405, 7.7451
-60.03, -1.983, -0.760079, -0.649831, 7.7451
-60.0794, -2.03243, -0.758981, -0.651112, 7.7451
-60.1343, -2.08744, -0.757759, -0.652534, 7.7451
-60.1835, -2.13704, -0.756657, -0.653812, 7.7451
-60.2382, -2.19225, -0.75543, -0.655229, 7.7451
-60.2981, -2.25311, -0.754077, -0.656786, 7.7451
-60.3471, -2.30299, -0.752967, -0.658058, 7.7451
-60.4015, -2.35851, -0.751732, -0.659469, 7.7451
-60.4557, -2.41413, -0.750494, -0.660877, 7.7451
-60.5098, -2.46986, -0.749253, -0.662284, 7.7451
-60.5584, -2.52009, -0.748133, -0.663548, 7.7451
-60.607, -2.57041, -0.747012, -0.664811, 7.7451
-60.6554, -2.62081, -0.745888, -0.666071, 7.7451
-60.7038, -2.67129, -0.744762, -0.66733, 7.7451
-60.7467, -2.71623, -0.743759, -0.668448, 7.7451
-60.8056, -2.77814, -0.742377, -0.669982, 7.7451
-60.8537, -2.82888, -0.741244, -0.671236, 7.7451
-60.9017, -2.8797, -0.740108, -0.672488, 7.7451
-60.9603, -2.94193, -0.738717, -0.674015, 7.7451
-61.0081, -2.99293, -0.737577, -0.675263, 7.7451
-61.0558, -3.04402, -0.736434, -0.676509, 7.7451
-61.1087, -3.10087, -0.735162, -0.677892, 7.7451
-61.1563, -3.15213, -0.734014, -0.679134, 7.7451
-61.209, -3.20917, -0.732736, -0.680513, 7.7451
-61.2511, -3.25488, -0.731712, -0.681614, 7.7451
-61.3037, -3.3121, -0.730429, -0.682989, 7.7451
-61.3718, -3.38667, -0.728757, -0.684772, 7.7451
-61.4032, -3.42112, -0.727984, -0.685594, 7.7451
-61.4554, -3.47863, -0.726693, -0.686962, 7.7451
-61.5023, -3.53048, -0.725529, -0.688192, 7.7451
-61.5491, -3.5824, -0.724363, -0.689419, 7.7451
-61.601, -3.64019, -0.723064, -0.690781, 7.7451
-61.6476, -3.69228, -0.721893, -0.692005, 7.7451
-61.6942, -3.74445, -0.72072, -0.693226, 7.7451
-61.7458, -3.80252, -0.719414, -0.694581, 7.7451
-61.7921, -3.85485, -0.718236, -0.695799, 7.7451
-61.8487, -3.91894, -0.716794, -0.697285, 7.7451
-61.8897, -3.96561, -0.715743, -0.698364, 7.7451
-61.9409, -4.02404, -0.714427, -0.69971, 7.7451
-61.9971, -4.08843, -0.712976, -0.701188, 7.7451
-62.0429, -4.1412, -0.711787, -0.702395, 7.7451
-62.0938, -4.19992, -0.710463, -0.703734, 7.7451
-62.1445, -4.25874, -0.709137, -0.705071, 7.7451
-62.1901, -4.31175, -0.707941, -0.706272, 7.7451
-62.2305, -4.35894, -0.706876, -0.707337, 7.7451
-62.276, -4.41209, -0.705676, -0.708534, 7.7451
-62.3263, -4.47126, -0.704341, -0.709862, 7.7451
-62.3765, -4.53051, -0.703002, -0.711187, 7.7451
-62.4267, -4.58986, -0.701662, -0.71251, 7.7451
-62.4767, -4.64931, -0.700318, -0.713831, 7.7451
-62.5315, -4.71482, -0.698837, -0.715281, 7.7451
-62.5813, -4.77446, -0.697489, -0.716596, 7.7451
-62.6211, -4.82223, -0.696407, -0.717647, 7.7451
-62.6706, -4.88205, -0.695054, -0.718958, 7.7451
-62.7151, -4.93596, -0.693834, -0.720135, 7.7451
-62.7645, -4.99595, -0.692475, -0.721442, 7.7451
-62.8137, -5.05603, -0.691114, -0.722746, 7.7451
-62.858, -5.11018, -0.689887, -0.723917, 7.7451
-62.9021, -5.16441, -0.688658, -0.725086, 7.7451
-62.951, -5.22475, -0.687289, -0.726384, 7.7451
-62.9998, -5.28519, -0.685919, -0.727678, 7.7451
-63.0485, -5.34572, -0.684545, -0.72897, 7.7451
-63.0922, -5.40027, -0.683307, -0.730131, 7.7451
-63.1359, -5.45489, -0.682066, -0.73129, 7.7451
-63.2276, -5.57055, -0.679441, -0.73373, 7.7451
-63.2324, -5.57664, -0.679303, -0.733858, 7.7451
-63.2709, -5.6254, -0.678194, -0.734883, 7.7451
-63.3286, -5.69868, -0.676528, -0.736417, 7.7451
-63.3908, -5.77821, -0.67472, -0.738074, 7.7451
-63.4051, -5.79657, -0.674302, -0.738456, 7.7451
-63.4529, -5.85787, -0.672907, -0.739727, 7.7451
-63.4957, -5.91311, -0.67165, -0.740869, 7.7451
-63.5432, -5.97458, -0.67025, -0.742135, 7.7451
-63.5859, -6.02997, -0.668988, -0.743273, 7.7451
-63.6332, -6.09161, -0.667584, -0.744535, 7.7451
-63.685, -6.15952, -0.666036, -0.74592, 7.7451
-63.7227, -6.20896, -0.664908, -0.746925, 7.7451
-63.7696, -6.27086, -0.663497, -0.748179, 7.7451
-63.8118, -6.32664, -0.662224, -0.749306, 7.7451
-63.8585, -6.38871, -0.660808, -0.750555, 7.7451
-63.9004, -6.44464, -0.659531, -0.751677, 7.7451
-63.9423, -6.50064, -0.658252, -0.752798, 7.7451
-63.9887, -6.56296, -0.656829, -0.75404, 7.7451
-64.035, -6.62535, -0.655404, -0.755279, 7.7451
-64.0765, -6.68159, -0.654119, -0.756392, 7.7451
-64.1226, -6.74415, -0.652689, -0.757626, 7.7451
-64.1685, -6.80681, -0.651257, -0.758857, 7.7451
-64.2097, -6.86326, -0.649966, -0.759963, 7.7451
-64.2509, -6.91979, -0.648674, -0.761067, 7.7451
-64.2965, -6.98268, -0.647235, -0.76229, 7.7451
-64.3329, -7.03305, -0.646083, -0.763268, 7.7451
-64.3828, -7.10242, -0.644496, -0.764608, 7.7451
-64.428, -7.16556, -0.643051, -0.765823, 7.7451
-64.4596, -7.2098, -0.642038, -0.766672, 7.7451
-64.5047, -7.27309, -0.64059, -0.767883, 7.7451
-64.5496, -7.33646, -0.639139, -0.769091, 7.7451
-64.59, -7.39356, -0.637831, -0.770176, 7.7451
-64.6302, -7.45073, -0.636522, -0.771259, 7.7451
-64.6704, -7.50797, -0.63521, -0.772339, 7.7451
-64.7149, -7.57166, -0.633751, -0.773537, 7.7451
-64.7592, -7.63542, -0.63229, -0.774732, 7.7451
-64.799, -7.69288, -0.630972, -0.775806, 7.7451
